output_type,parameter_type,region,origin,destination,coefficient,std_error,z_value,wald_statistic,p_value,multiplicative_factor,flow,predicted_flow,residual,distance_value
prediction,NA,NA,Kota Tangerang Selatan,Kota Bekasi,NA,NA,NA,NA,NA,NA,1770620,1474632.8843067263,295987.1156932737,41.994
prediction,NA,NA,Kota Tangerang Selatan,Bogor,NA,NA,NA,NA,NA,NA,3512122,4848581.548618473,-1336459.548618473,28.424
prediction,NA,NA,Kota Tangerang Selatan,Jakarta Timur,NA,NA,NA,NA,NA,NA,2424133,2452915.8090622663,-28782.809062266257,39.67
prediction,NA,NA,Kota Tangerang Selatan,Bekasi,NA,NA,NA,NA,NA,NA,1490959,1158097.892449757,332861.1075502429,65.135
prediction,NA,NA,Tangerang,Kota Tangerang,NA,NA,NA,NA,NA,NA,4683265,3477082.136897854,1206182.863102146,26.597
prediction,NA,NA,Tangerang,Jakarta Barat,NA,NA,NA,NA,NA,NA,2848191,2852864.3999855127,-4673.399985512719,35.769
prediction,NA,NA,Tangerang,Jakarta Pusat,NA,NA,NA,NA,NA,NA,1417611,1613316.7837804107,-195705.78378041065,44.96
prediction,NA,NA,Tangerang,Jakarta Utara,NA,NA,NA,NA,NA,NA,1809597,1679005.6852369388,130591.31476306124,56.374
prediction,NA,NA,Tangerang,Jakarta Selatan,NA,NA,NA,NA,NA,NA,2180952,2321432.091467496,-140480.091467496,46.092
prediction,NA,NA,Tangerang,Kota Tangerang Selatan,NA,NA,NA,NA,NA,NA,445473,1427656.1228256684,-982183.1228256684,34.333
prediction,NA,NA,Tangerang,Jakarta Timur,NA,NA,NA,NA,NA,NA,2209344,2038689.8260043336,170654.17399566644,63.622
prediction,NA,NA,Tangerang,Kota Bekasi,NA,NA,NA,NA,NA,NA,1613735,1152645.8584874088,461089.14151259116,68.272
prediction,NA,NA,Tangerang,Bogor,NA,NA,NA,NA,NA,NA,3200932,3685739.7271817983,-484807.7271817983,55.758
prediction,NA,NA,Tangerang,Bekasi,NA,NA,NA,NA,NA,NA,1358853,806228.6528736665,552624.3471263335,95.802
prediction,NA,NA,Tangerang,Kota Depok,NA,NA,NA,NA,NA,NA,1148414,1679186.3654692895,-530772.3654692895,50.956
prediction,NA,NA,Tangerang,Kota Bogor,NA,NA,NA,NA,NA,NA,825066,1007585.3517498958,-182519.35174989584,61.563
